,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
4980,17,Manchestercharm Street,Cheryl,Atkinson,41,Head,Married,Female,Unemployed,None,Catholic
4981,17,Manchestercharm Street,Benjamin,Atkinson,42,Husband,Married,Male,"Exhibitions officer, museum/gallery",None,None
4982,17,Manchestercharm Street,Chelsea,Atkinson,10,Daughter,NA,Female,Student,None,NA
4983,18,Manchestercharm Street,Paula,Akhtar-Spencer,28,Head,Married,Female,"Development worker, international aid",None,Catholic
4984,18,Manchestercharm Street,Jack,Akhtar-Spencer,30,Husband,Married,Male,"Restaurant manager, fast food",None,None
4985,19,Manchestercharm Street,Aimee,Nicholls,39,Head,Married,Female,Bookseller,None,None
4986,19,Manchestercharm Street,Jason,Nicholls,41,Husband,Married,Male,"Scientist, biomedical",None,None
4987,19,Manchestercharm Street,Alison,Nicholls,9,Daughter,NA,Female,Student,None,NA
4988,19,Manchestercharm Street,Damian,Nicholls,3,Son,NA,Male,Child,None,NA
4989,19,Manchestercharm Street,Toby,Nicholls,2,Son,NA,Male,Child,None,NA
4990,20,Manchestercharm Street,Paige,Hicks,47,Head,Single,Female,Editorial assistant,None,Catholic
4991,20,Manchestercharm Street,Paige,Oliver,49,None,Single,Female,"Editor, film/video",None,Catholic
4992,20,Manchestercharm Street,Matthew,Forster,38,None,Single,Male,Science writer,None,None
4993,21,Manchestercharm Street,Mary,Burton,23,Head,Single,Female,Nutritional therapist,None,None
4994,21,Manchestercharm Street,Callum,Potter,54,None,Single,Male,"Geologist, wellsite",None,Christian
4995,21,Manchestercharm Street,Alex,Briggs,33,None,Single,Male,Conference centre manager,None,None
4996,22,Manchestercharm Street,Jessica,Austin,72,Head,Widowed,Female,Unemployed,None,Methodist
4997,22,Manchestercharm Street,Gerald,Austin,43,Son,Single,Male,Ceramics designer,None,Methodist
4998,22,Manchestercharm Street,Duncan,Austin,40,Son,Single,Male,"Education officer, museum",None,Methodist
4999,23,Manchestercharm Street,Joan,Mellor,40,Head,Single,Female,"Accountant, chartered management",None,Christian
5000,23,Manchestercharm Street,Dawn,Mellor,14,Daughter,NA,Female,Student,None,NA
5001,23,Manchestercharm Street,Ann,Mellor,9,Daughter,NA,Female,Student,None,NA
5002,24,Manchestercharm Street,Mandy,Dixon,43,Head,Married,Female,"Pharmacist, hospital",None,None
5003,24,Manchestercharm Street,Frank,Dixon,50,Husband,Married,Male,"Scientist, research (maths)",None,None
5004,24,Manchestercharm Street,Mitchell,Dixon,16,Son,NA,Male,Student,None,NA
5005,24,Manchestercharm Street,Stacey,Dixon,14,Daughter,NA,Female,Student,None,NA
5006,24,Manchestercharm Street,Anne,Dixon,11,Daughter,NA,Female,Student,None,NA
5007,25,Manchestercharm Street,Marian,Mellor,33,Head,Married,Female,"Editor, film/video",None,Methodist
5008,25,Manchestercharm Street,Dominic,Mellor,34,Husband,Married,m,Visual merchandiser,None,Methodist
5009,25,Manchestercharm Street,Charlotte,Mellor,6,Daughter,NA,Female,Student,None,NA
5010,25,Manchestercharm Street,Benjamin,Mellor,5,Son,NA,Male,Student,None,NA
5011,26,Manchestercharm Street,Yvonne,Johnson,89,Head,Married,Female,Retired Retail banker,None,Methodist
5012,26,Manchestercharm Street,Anthony,Johnson,88,Husband,Married,Male,Retired Insurance underwriter,None,Methodist
5013,27,Manchestercharm Street,Denise,Jackson-Baker,29,Head,Divorced,Female,Unemployed,None,Jewish
5014,27,Manchestercharm Street,Terence,Jackson-Baker,1,Son,NA,Male,Child,None,NA
5015,27,Manchestercharm Street,Adam,King,56,Lodger,Single,Male,Charity officer,None,Christian
5016,28,Manchestercharm Street,Jodie,Griffiths,36,Head,Single,Female,"Nurse, adult",None,Christian
5017,28,Manchestercharm Street,Alex,Nixon,49,None,Single,Male,Patent attorney,None,None
5018,28,Manchestercharm Street,Rachel,Farmer,47,None,Single,Female,Dance movement psychotherapist,None,Catholic
5019,29,Manchestercharm Street,Martin,Hall,58,Head,Single,Male,"Surveyor, commercial/residential",None,None
5020,29,Manchestercharm Street,Dennis,Hall,2,Grandson,NA,Male,Child,None,NA
5021,30,Manchestercharm Street,Rita,Knight,60,Head,Single,Female,Production engineer,None,Methodist
5022,30,Manchestercharm Street,Jayne,Knight,9,Granddaughter,NA,Female,Student,None,NA
5023,30,Manchestercharm Street,Denise,Robinson,7,Granddaughter,NA,Female,Student,None,NA
5024,30,Manchestercharm Street,Sheila,White,3,Granddaughter,NA,Female,Child,None,NA
5025,30,Manchestercharm Street,Amber,Bailey,3,Granddaughter,NA,Female,Child,None,NA
5026,31,Manchestercharm Street,Denise,Parker,41,Head,Married,Female,"Librarian, public",None,None
5027,31,Manchestercharm Street,Danny,Parker,44,Husband,Married,Male,Sports therapist,None,None
5028,31,Manchestercharm Street,Frederick,Parker,25,Son,Single,Male,"Social research officer, government",None,None
5029,31,Manchestercharm Street,Graham,Parker,6,Son,NA,Male,Student,None,NA
5030,32,Manchestercharm Street,Leanne,Carter,39,Head,Married,Female,Clinical embryologist,None,Catholic
5031,32,Manchestercharm Street,Antony,Carter,38,Husband,Married,Male,Unemployed,None,None
5032,32,Manchestercharm Street,Megan,Carter,13,Daughter,NA,Female,Student,None,NA
5033,33,Manchestercharm Street,Lynda,Kaur,36,Head,Married,Female,Geographical information systems officer,None,Christian
5034,33,Manchestercharm Street,Denis,Kaur,37,Husband,Married,Male,Clinical research associate,None,None
5035,33,Manchestercharm Street,Robin,Kaur,3,Son,NA,Male,Child,None,NA
5036,34,Manchestercharm Street,Hilary,Lane,45,Head,Single,Female,"Surveyor, land/geomatics",None,None
5037,34,Manchestercharm Street,Sian,Lane,15,Daughter,NA,Female,Student,None,NA
5038,35,Manchestercharm Street,Russell,Garner,42,Head,Divorced,Male,Unemployed,None,Methodist
5039,35,Manchestercharm Street,Lesley,Garner,17,Daughter,NA,Female,Student,None,NA
5040,35,Manchestercharm Street,Peter,Garner,17,Son,NA,Male,Student,None,NA
5041,36,Manchestercharm Street,Lauren,Thorpe,28,Head,Single,Female,"Designer, multimedia",None,None
5042,36,Manchestercharm Street,Antony,Wilkins,32,Partner,Single,Male,Unemployed,None,None
5043,37,Manchestercharm Street,Lesley,Smith,77,Head,Widowed,Female,Retired Legal executive,None,Methodist
5044,37,Manchestercharm Street,Martyn,Smith,42,Son,Single,Male,Unemployed,None,Methodist
5045,37,Manchestercharm Street,Judith,Smith,37,Daughter,Single,Female,Environmental health practitioner,None,Methodist
5046,38,Manchestercharm Street,Dorothy,Evans,62,Head,Married,Female,Contractor,None,None
5047,38,Manchestercharm Street,Alex,Evans,64,Husband,Married,Male,Tourism officer,None,None
5048,38,Manchestercharm Street,Ronald,Evans,31,Son,Single,Male,Insurance claims handler,None,None
5049,38,Manchestercharm Street,Rosie,Evans,27,Daughter,Single,Female,"Administrator, Civil Service",None,None
5050,38,Manchestercharm Street,Denis,Evans,26,Son,Single,Male,Unemployed,None,None
5051,39,Manchestercharm Street,Kathryn,Bell,18,Head,Single,Female,Student,None,NA
5052,1,Kerr Avenue,Douglas,Williams,76,Head,Widowed,Male,Retired Sports coach,None,Christian
5053,2,Kerr Avenue,Sara,Carter,36,Head,Single,Female,Operational researcher,None,None
5054,2,Kerr Avenue,Kyle,Turner,38,Partner,Single,Male,"Surveyor, land/geomatics",None,None
5055,2,Kerr Avenue,Jenna,Carter,1,Daughter,NA,Female,Child,None,NA
5056,3,Kerr Avenue,Clare,Spencer,31,Head,Single,Female,Textile designer,None,Methodist
5057,3,Kerr Avenue,Simon,Jones,35,Partner,Single,Male,"Conservator, museum/gallery",None,None
5058,3,Kerr Avenue,Donald,Spencer,8,Son,NA,Male,Student,None,NA
5059,4,Kerr Avenue,Diana,Jackson,53,Head,Single,Female,Fitness centre manager,None,Methodist
5060,5,Kerr Avenue,Lewis,Turner,80.57582061,Head,Married,Male,Retired Haematologist,None,Christian
5061,5,Kerr Avenue,Kirsty,Turner,77.57582061,Wife,Married,Female,Retired Theme park manager,None,None
5062,5,Kerr Avenue,Jodie,Dixon,7.11E-15,Granddaughter,NA,Female,Child,None,NA
5063,6,Kerr Avenue,Aimee,Bull,24,Head,Married,Female,Architectural technologist,None,Catholic
5064,6,Kerr Avenue,Norman,Bull,25,Husband,Married,Male,Graphic designer,None,None
5065,6,Kerr Avenue,Leonard,Bull,3,Son,NA,Male,Child,None,NA
5066,7,Kerr Avenue,Connor,Parry,23,Head,Single,Male,Midwife,None,Christian
5067,8,Kerr Avenue,Sandra,Gray,71,Head,Divorced,Female,Retired Learning mentor,None,None
5068,9,Kerr Avenue,Jasmine,Walters,60,Head,Single,Female,Microbiologist,None,None
5069,10,Kerr Avenue,Leonard,Barker,52,Head,Single,Male,Land/geomatics surveyor,None,Catholic
5070,11,Kerr Avenue,Reece,Bishop,57,Head,Single,Male,Television camera operator,None,None
5071,12,Kerr Avenue,Lewis,Ellis,40,Head,Married,Male,"Nurse, learning disability",None,Christian
5072,12,Kerr Avenue,Debra,Ellis,39,Wife,Married,Female,Art gallery manager,None,Christian
5073,13,Kerr Avenue,Jasmine,Horton,87,Head,Divorced,Female,"Retired Teacher, early years/pre",None,Christian
5074,14,Kerr Avenue,Ellie,Smith,71,Head,Married,Female,"Retired Biochemist, clinical",None,None
5075,14,Kerr Avenue,Donald,Smith,74,Husband,Married,Male,"Retired Education officer, environmental",None,None
5076,15,Kerr Avenue,Sean,Spencer,43,Head,Single,Male,Comptroller,None,Christian
5077,16,Kerr Avenue,Jenna,O'Neill,19,Head,Married,f,University Student,None,None
5078,16,Kerr Avenue,Adrian,O'Neill,23,Husband,Married,Male,Tourism officer,None,None
5079,17,Kerr Avenue,Kim,Stewart,26,Head,Married,Female,Senior tax professional/tax inspector,None,Catholic
5080,17,Kerr Avenue,Antony,Stewart,30,Husband,Married,Male,Television floor manager,None,Catholic
5081,17,Kerr Avenue,Denise,Stewart,8,Daughter,NA,Female,Student,None,NA
5082,18,Kerr Avenue,Stewart,Gibbons,47,Head,Divorced,Male,Customer service manager,None,None
5083,19,Kerr Avenue,Elizabeth,Doyle,43,Head,Single,Female,Phytotherapist,None,Christian
5084,20,Kerr Avenue,Clive,Fletcher,79,Head,Widowed,Male,Retired Broadcast presenter,None,None
5085,21,Kerr Avenue,Daniel,McLean,43,Head,Single,Male,"Therapist, nutritional",None,Catholic
5086,22,Kerr Avenue,Amanda,Jennings,75,Head,Widowed,Female,Retired Social researcher,None,None
5087,23,Kerr Avenue,Rebecca,Graham,23,Head,Single,Female,"Scientist, physiological",None,None
5088,24,Kerr Avenue,Sheila,Adams,77,Head,Divorced,Female,"Retired Therapist, speech and language",None,None
5089,25,Kerr Avenue,Sally,Baker,29,Head,Single,Female,Financial manager,None,Muslim
5090,26,Kerr Avenue,Sophie,Lamb,52,Head,Divorced,Female,Advertising copywriter,None,Christian
5091,27,Kerr Avenue,Harry,Carpenter,73,Head,Widowed,Male,Retired Television floor manager,None,Catholic
5092,28,Kerr Avenue,Jonathan,Leach,74,Head,Married,Male,Retired Editorial assistant,None,None
5093,28,Kerr Avenue,Amanda,Leach,72,Wife,Married,Female,Retired Geophysicist/field seismologist,None,None
5094,29,Kerr Avenue,Leon,Dickinson,92,Head,Widowed,Male,Retired Transport planner,None,None
5095,30,Kerr Avenue,Brian,Booth,61,Head,Married,Male,Research scientist (physical sciences),None,Methodist
5096,30,Kerr Avenue,Pauline,Jackson,57,Wife,Married,Female,Field trials officer,None,Methodist
5097,30,Kerr Avenue,Vanessa,Booth,30,Daughter,Single,Female,"Librarian, public",None,Methodist
5098,31,Kerr Avenue,Stanley,Richardson,68,Head,Married,Male,"Retired Administrator, charities/voluntary organisations",None,None
5099,31,Kerr Avenue,Jessica,Richardson,62,Wife,Married,Female,Analytical chemist,None,None
5100,32,Kerr Avenue,Malcolm,Watson,41,Head,Divorced,Male,"Doctor, general practice",None,Methodist
5101,33,Kerr Avenue,Hollie,Jackson,27,Head,Single,Female,"Engineer, civil (consulting)",None,None
5102,33,Kerr Avenue,Philip,Jackson,7,Son,NA,Male,Student,None,NA
5103,33,Kerr Avenue,Henry,Jackson,4,Son,NA,Male,Child,None,NA
5104,34,Kerr Avenue,Jonathan,Wright,23,Head,Divorced,Male,Hydrogeologist,None,None
5105,35,Kerr Avenue,Pamela,Thompson,22,Head,Married,Female,University Student,None,None
5106,35,Kerr Avenue,Jack,Thompson,24,Husband,Married,Male,"Designer, exhibition/display",None,None
5107,35,Kerr Avenue,Lee,Thompson,1,Son,NA,Male,Child,None,NA
5108,36,Kerr Avenue,Sylvia,Nicholls,89,Head,Widowed,Female,Retired Human resources officer,None,Christian
5109,37,Kerr Avenue,Bradley,Williams,51,Head,Divorced,Male,Landscape architect,None,Christian
5110,38,Kerr Avenue,Victoria,Myers,41,Head,Married,Female,Facilities manager,None,Catholic
5111,38,Kerr Avenue,Bryan,Myers,46,Husband,Married,Male,Unemployed,None,None
5112,38,Kerr Avenue,Daniel,Myers,14,Son,NA,Male,Student,None,NA
5113,39,Kerr Avenue,Darren,Wilson,62,Head,Single,Male,"Lecturer, higher education",None,Christian
5114,40,Kerr Avenue,Andrew,Brooks,64,Head,Divorced,Male,Barrister,None,Methodist
5115,41,Kerr Avenue,Eleanor,Wong,64,Head,Divorced,Female,"Surveyor, planning and development",None,Christian
5116,41,Kerr Avenue,Fiona,Wong,36,Daughter,Divorced,Female,Primary school teacher,None,Christian
5117,1,Robinson Avenue,Julie,Woodward,56,Head,Married,Female,"Therapist, art",None,Christian
5118,1,Robinson Avenue,Jamie,Woodward,61,Husband,Married,Male,Quarry manager,None,Christian
5119,2,Robinson Avenue,Victoria,Webb,64,Head,Single,Female,Multimedia programmer,None,None
5120,2,Robinson Avenue,William,Bowen,3,Grandson,NA,Male,Child,None,NA
5121,3,Robinson Avenue,Charlene,Harris,37,Head,Single,Female,Unemployed,None,None
5122,3,Robinson Avenue,Oliver,Harris,15,Son,NA,Male,Student,None,NA
5123,4,Robinson Avenue,Emma,Morris,61,Head,Single,Female,Unemployed,None,None
5124,4,Robinson Avenue,Max,Morris,36,Son,Single,Male,Orthoptist,None,None
5125,5,Robinson Avenue,Christopher,Wilson,52,Head,Married,Male,Hydrologist,None,None
5126,5,Robinson Avenue,Marie,Wilson,52,Wife,Married,Female,Research scientist (life sciences),None,None
5127,6,Robinson Avenue,Tracy,Thomson,70,Head,Married,Female,Retired Commercial horticulturist,None,Christian
5128,6,Robinson Avenue,Jason,Thomson,78,Husband,Married,Male,Retired Musician,None,None
5129,7,Robinson Avenue,Julia,Hudson,79,Head,Married,Female,Retired Geographical information systems officer,None,Christian
5130,7,Robinson Avenue,Ashley,Hudson,83,Husband,Married,Male,Retired Records manager,None,None
5131,8,Robinson Avenue,Charlotte,Powell,55,Head,Divorced,Female,Barista,None,None
5132,8,Robinson Avenue,Alexander,Powell,10,Grandson,NA,Male,Student,None,NA
5133,9,Robinson Avenue,Kate,Weston,89,Head,Widowed,Female,Retired Human resources officer,None,Christian
5134,10,Robinson Avenue,Damian,Lees,59,Head,Single,Male,Unemployed,None,Christian
5135,10,Robinson Avenue,Diane,Jones-Lees,16,Granddaughter,NA,Female,Student,None,NA
5136,11,Robinson Avenue,Hannah,Richardson,82,Head,Married,Female,Retired Computer games developer,None,None
5137,11,Robinson Avenue,Gareth,Richardson,84,Husband,Married,Male,"Retired Designer, textile",None,None
5138,12,Robinson Avenue,Abbie,Stone,28,Head,Single,Female,Newspaper journalist,None,None
5139,12,Robinson Avenue,Philip,Wong,30,Partner,Single,Male,Systems analyst,None,None
5140,13,Robinson Avenue,Holly,Adams,72,Head,Widowed,Female,"Retired Psychologist, educational",None,None
5141,14,Robinson Avenue,Henry,Gray,51,Head,Single,Male,Computer games developer,None,Christian
5142,14,Robinson Avenue,Margaret,Campbell,49,Partner,Single,Female,Commissioning editor,None,Christian
5143,15,Robinson Avenue,Wayne,Shepherd,77,Head,Divorced,Male,Retired Web designer,None,Christian
5144,16,Robinson Avenue,Bruce,Hughes,32,Head,Married,Male,Historic buildings inspector/conservation officer,None,Jewish
5145,16,Robinson Avenue,Elizabeth,Hughes,35,Wife,Married,Female,Planning and development surveyor,None,None
5146,17,Robinson Avenue,Debra,Campbell-Morris,48,Head,Divorced,Female,"Buyer, retail",None,Catholic
5147,17,Robinson Avenue,Sean,Campbell-Morris,20,Son,Single,Male,University Student,None,Catholic
5148,17,Robinson Avenue,Stuart,Campbell-Morris,17,Son,NA,Male,Student,None,NA
5149,18,Robinson Avenue,Stacey,Mellor,32,Head,Divorced,Female,"Civil engineer, consulting",None,None
5150,18,Robinson Avenue,Terence,Mellor,5,Son,NA,Male,Student,None,NA
5151,18,Robinson Avenue,Elliot,Mellor,4,Son,NA,Male,Child,Unknown Infection,NA
5152,19,Robinson Avenue,Christian,Law,65,Head,Widowed,Male,"Pharmacist, hospital",None,Christian
5153,20,Robinson Avenue,Jodie,Willis,40,Head,Divorced,Female,Garment/textile technologist,None,None
5154,20,Robinson Avenue,Toby,Thomas,27,Cousin,Single,Male,Brewing technologist,None,Catholic
5155,21,Robinson Avenue,Gary,Walker,70,Head,Widowed,male,Retired Naval architect,None,Christian
5156,22,Robinson Avenue,Sheila,Finch,89,Head,Widowed,Female,Retired Psychotherapist,None,Muslim
5157,23,Robinson Avenue,Abigail,Thompson,27,Head,Single,Female,Editorial assistant,None,None
5158,24,Robinson Avenue,Allan,Jones,24,Head,Married,Male,Corporate investment banker,None,None
5159,24,Robinson Avenue,Heather,Jones,19,Wife,Married,Female,University Student,None,None
5160,25,Robinson Avenue,Bruce,Osborne,74,Head,Married,Male,Retired Politician's assistant,None,Christian
5161,25,Robinson Avenue,Beverley,Osborne,73,Wife,Married,Female,Retired Environmental consultant,None,Christian
5162,26,Robinson Avenue,Gail,Thomas,80,Head,Married,Female,Retired Sales promotion account executive,None,None
5163,26,Robinson Avenue,Mathew,Thomas,84,Husband,Married,Male,Retired Publishing rights manager,None,None
5164,27,Robinson Avenue,Pamela,Clark,76,Head,Single,Female,Unemployed,None,Christian
5165,27,Robinson Avenue,Annette,Clark,43,Daughter,Widowed,Female,Legal executive,None,None
5166,27,Robinson Avenue,Katherine,Clark,39,Daughter,Single,Female,Furniture designer,None,Christian
5167,27,Robinson Avenue,Hayley,Clark,35,Daughter,Single,Female,Museum/gallery exhibitions officer,None,None
5168,27,Robinson Avenue,Brett,Clark,35,Son,Single,Male,"Lighting technician, broadcasting/film/video",None,Christian
5169,27,Robinson Avenue,Josh,Williams-Clark,35,Son,Single,Male,"Psychologist, occupational",None,None
5170,28,Robinson Avenue,Jack,Watkins,71,Head,Married,Male,Retired Chief Operating Officer,None,None
5171,28,Robinson Avenue,Joan,Watkins,67,Wife,Married,Female,Unemployed,None,None
5172,29,Robinson Avenue,Terence,Smith,37,Head,Divorced,Male,Unemployed,None,Christian
5173,29,Robinson Avenue,Martin,Smith,11,Son,NA,Male,Student,None,NA
5174,29,Robinson Avenue,Christine,Smith,8,Daughter,NA,Female,Student,None,NA
5175,30,Robinson Avenue,Hollie,Kelly,36,Head,Married,Female,Civil Service administrator,Blind,None
5176,30,Robinson Avenue,Gerald,Kelly,38,Husband,Married,Male,"Psychotherapist, dance movement",None,None
